Tag,Content
div,"CORE COURSES – These are the required major courses covering theory and practical applicationENT101ENTREPRENEURIAL BEHAVIORENT102OPPORTUNITY SEEKINGENT190BUSINESS PLAN PREPARATIONENT200R-1BUSINESS PLAN IMPLEMENTATION 1ENT200R-2BUSINESS PLAN IMPLEMENTATION 2MKT102MARKET RESEARCH AND CONSUMER BEHAVIORECO101MICROECONOMICSLAW103BUSINESS LAW AND TAXATIONFIN102FINANCIAL MANAGEMENTECO102INTERNATIONAL BUSINESS AND TRADEMGT107HUMAN RESOURCES DEVELOPMENTACT121-9PRICING AND COSTINGENT103INNOVATION MANAGEMENTENT104SOCIAL ENTREPRENEURSHIPENT105PROGRAMS AND POLICIES ON ENTERPRISE DEVELOPMENTPROFESSIONAL ELECTIVES – These are the courses a student can take, depending on his/her area of interest specifically for the enhancement of his/her business project or related courses to support or enhance the specialized trackENT156FRANCHISINGENT160EXPORT MARKETINGENT162ENTREPRENUERIAL MARKETING STRATEGIESENT114DIRECT MARKETINGENT115WHOLESALE AND RETAIL SALES MANAGEMENTENT150E-COMMERCEENT117AGRIBUSINESSENT118FAMILY BUSINESS MANAGEMENTENT161SMALL BUSINESS CONSULTING/BUSINESS DEVELOPMENT SERVICESENT120MICROFINANCINGENT153VENTURE FINANCEENT122SUPPLY CHAIN MANAGEMENTENT123MANAGING A MANUFACTURING ENTERPRISEENT124MANAGING A SERVICE ENTERPRISEENT164CREATIVITY IN PROBLEM SOLVINGENT165NEGOTIATIONENT152EVENTS MANAGEMENTENT128HOSPITALITY MANAGEMENTENT129MANAGEMENT OF TECHNOLOGYENT130MERGER AND ACQUISITIONENT163ENTREPRENEURIAL LEADERSHIP IN ORGANIZATIONSPECIALIZED TRACKS – Allows the student to pursue a business project proposal based on the available resources and economic environment of the region where they belong.ENT154TECHNOPRENEURSHIPENT140PRODUCT DESIGN AND DEVELOPMENTENT141CULINARY ENTREPRENEURSHIPENT142DIGITAL MEDIA ENTREPRENEURSHIPENT143ENTREPRENEURIAL FINANCEENT144SUSTAINABLE ENTREPRENEURSHIP AND THE ENVIRONMENTENT145INTRODUCTION TO MICRO, SMALL AND MEDIUM ENTREPRISEENT146INTRODUCTON TO DATA SCIENCEENT147DATA ANALYTICSENT148SOCIAL MEDIA MARKETINGENT149PERSONAL FINANCE AND INVESTMENTENT150BUSINESS INTELLIGENCEENT151INTRODUCTION TO BIOTECHNOLOGYENT157VALUE CHAINENT158NEW MARKET DEVELOPMENT"
div,"CORE COURSES – These are the required major courses covering theory and practical applicationENT101ENTREPRENEURIAL BEHAVIORENT102OPPORTUNITY SEEKINGENT190BUSINESS PLAN PREPARATIONENT200R-1BUSINESS PLAN IMPLEMENTATION 1ENT200R-2BUSINESS PLAN IMPLEMENTATION 2MKT102MARKET RESEARCH AND CONSUMER BEHAVIORECO101MICROECONOMICSLAW103BUSINESS LAW AND TAXATIONFIN102FINANCIAL MANAGEMENTECO102INTERNATIONAL BUSINESS AND TRADEMGT107HUMAN RESOURCES DEVELOPMENTACT121-9PRICING AND COSTINGENT103INNOVATION MANAGEMENTENT104SOCIAL ENTREPRENEURSHIPENT105PROGRAMS AND POLICIES ON ENTERPRISE DEVELOPMENTPROFESSIONAL ELECTIVES – These are the courses a student can take, depending on his/her area of interest specifically for the enhancement of his/her business project or related courses to support or enhance the specialized trackENT156FRANCHISINGENT160EXPORT MARKETINGENT162ENTREPRENUERIAL MARKETING STRATEGIESENT114DIRECT MARKETINGENT115WHOLESALE AND RETAIL SALES MANAGEMENTENT150E-COMMERCEENT117AGRIBUSINESSENT118FAMILY BUSINESS MANAGEMENTENT161SMALL BUSINESS CONSULTING/BUSINESS DEVELOPMENT SERVICESENT120MICROFINANCINGENT153VENTURE FINANCEENT122SUPPLY CHAIN MANAGEMENTENT123MANAGING A MANUFACTURING ENTERPRISEENT124MANAGING A SERVICE ENTERPRISEENT164CREATIVITY IN PROBLEM SOLVINGENT165NEGOTIATIONENT152EVENTS MANAGEMENTENT128HOSPITALITY MANAGEMENTENT129MANAGEMENT OF TECHNOLOGYENT130MERGER AND ACQUISITIONENT163ENTREPRENEURIAL LEADERSHIP IN ORGANIZATIONSPECIALIZED TRACKS – Allows the student to pursue a business project proposal based on the available resources and economic environment of the region where they belong.ENT154TECHNOPRENEURSHIPENT140PRODUCT DESIGN AND DEVELOPMENTENT141CULINARY ENTREPRENEURSHIPENT142DIGITAL MEDIA ENTREPRENEURSHIPENT143ENTREPRENEURIAL FINANCEENT144SUSTAINABLE ENTREPRENEURSHIP AND THE ENVIRONMENTENT145INTRODUCTION TO MICRO, SMALL AND MEDIUM ENTREPRISEENT146INTRODUCTON TO DATA SCIENCEENT147DATA ANALYTICSENT148SOCIAL MEDIA MARKETINGENT149PERSONAL FINANCE AND INVESTMENTENT150BUSINESS INTELLIGENCEENT151INTRODUCTION TO BIOTECHNOLOGYENT157VALUE CHAINENT158NEW MARKET DEVELOPMENT"
table,"CORE COURSES – These are the required major courses covering theory and practical applicationENT101ENTREPRENEURIAL BEHAVIORENT102OPPORTUNITY SEEKINGENT190BUSINESS PLAN PREPARATIONENT200R-1BUSINESS PLAN IMPLEMENTATION 1ENT200R-2BUSINESS PLAN IMPLEMENTATION 2MKT102MARKET RESEARCH AND CONSUMER BEHAVIORECO101MICROECONOMICSLAW103BUSINESS LAW AND TAXATIONFIN102FINANCIAL MANAGEMENTECO102INTERNATIONAL BUSINESS AND TRADEMGT107HUMAN RESOURCES DEVELOPMENTACT121-9PRICING AND COSTINGENT103INNOVATION MANAGEMENTENT104SOCIAL ENTREPRENEURSHIPENT105PROGRAMS AND POLICIES ON ENTERPRISE DEVELOPMENTPROFESSIONAL ELECTIVES – These are the courses a student can take, depending on his/her area of interest specifically for the enhancement of his/her business project or related courses to support or enhance the specialized trackENT156FRANCHISINGENT160EXPORT MARKETINGENT162ENTREPRENUERIAL MARKETING STRATEGIESENT114DIRECT MARKETINGENT115WHOLESALE AND RETAIL SALES MANAGEMENTENT150E-COMMERCEENT117AGRIBUSINESSENT118FAMILY BUSINESS MANAGEMENTENT161SMALL BUSINESS CONSULTING/BUSINESS DEVELOPMENT SERVICESENT120MICROFINANCINGENT153VENTURE FINANCEENT122SUPPLY CHAIN MANAGEMENTENT123MANAGING A MANUFACTURING ENTERPRISEENT124MANAGING A SERVICE ENTERPRISEENT164CREATIVITY IN PROBLEM SOLVINGENT165NEGOTIATIONENT152EVENTS MANAGEMENTENT128HOSPITALITY MANAGEMENTENT129MANAGEMENT OF TECHNOLOGYENT130MERGER AND ACQUISITIONENT163ENTREPRENEURIAL LEADERSHIP IN ORGANIZATIONSPECIALIZED TRACKS – Allows the student to pursue a business project proposal based on the available resources and economic environment of the region where they belong.ENT154TECHNOPRENEURSHIPENT140PRODUCT DESIGN AND DEVELOPMENTENT141CULINARY ENTREPRENEURSHIPENT142DIGITAL MEDIA ENTREPRENEURSHIPENT143ENTREPRENEURIAL FINANCEENT144SUSTAINABLE ENTREPRENEURSHIP AND THE ENVIRONMENTENT145INTRODUCTION TO MICRO, SMALL AND MEDIUM ENTREPRISEENT146INTRODUCTON TO DATA SCIENCEENT147DATA ANALYTICSENT148SOCIAL MEDIA MARKETINGENT149PERSONAL FINANCE AND INVESTMENTENT150BUSINESS INTELLIGENCEENT151INTRODUCTION TO BIOTECHNOLOGYENT157VALUE CHAINENT158NEW MARKET DEVELOPMENT"
tbody,"CORE COURSES – These are the required major courses covering theory and practical applicationENT101ENTREPRENEURIAL BEHAVIORENT102OPPORTUNITY SEEKINGENT190BUSINESS PLAN PREPARATIONENT200R-1BUSINESS PLAN IMPLEMENTATION 1ENT200R-2BUSINESS PLAN IMPLEMENTATION 2MKT102MARKET RESEARCH AND CONSUMER BEHAVIORECO101MICROECONOMICSLAW103BUSINESS LAW AND TAXATIONFIN102FINANCIAL MANAGEMENTECO102INTERNATIONAL BUSINESS AND TRADEMGT107HUMAN RESOURCES DEVELOPMENTACT121-9PRICING AND COSTINGENT103INNOVATION MANAGEMENTENT104SOCIAL ENTREPRENEURSHIPENT105PROGRAMS AND POLICIES ON ENTERPRISE DEVELOPMENTPROFESSIONAL ELECTIVES – These are the courses a student can take, depending on his/her area of interest specifically for the enhancement of his/her business project or related courses to support or enhance the specialized trackENT156FRANCHISINGENT160EXPORT MARKETINGENT162ENTREPRENUERIAL MARKETING STRATEGIESENT114DIRECT MARKETINGENT115WHOLESALE AND RETAIL SALES MANAGEMENTENT150E-COMMERCEENT117AGRIBUSINESSENT118FAMILY BUSINESS MANAGEMENTENT161SMALL BUSINESS CONSULTING/BUSINESS DEVELOPMENT SERVICESENT120MICROFINANCINGENT153VENTURE FINANCEENT122SUPPLY CHAIN MANAGEMENTENT123MANAGING A MANUFACTURING ENTERPRISEENT124MANAGING A SERVICE ENTERPRISEENT164CREATIVITY IN PROBLEM SOLVINGENT165NEGOTIATIONENT152EVENTS MANAGEMENTENT128HOSPITALITY MANAGEMENTENT129MANAGEMENT OF TECHNOLOGYENT130MERGER AND ACQUISITIONENT163ENTREPRENEURIAL LEADERSHIP IN ORGANIZATIONSPECIALIZED TRACKS – Allows the student to pursue a business project proposal based on the available resources and economic environment of the region where they belong.ENT154TECHNOPRENEURSHIPENT140PRODUCT DESIGN AND DEVELOPMENTENT141CULINARY ENTREPRENEURSHIPENT142DIGITAL MEDIA ENTREPRENEURSHIPENT143ENTREPRENEURIAL FINANCEENT144SUSTAINABLE ENTREPRENEURSHIP AND THE ENVIRONMENTENT145INTRODUCTION TO MICRO, SMALL AND MEDIUM ENTREPRISEENT146INTRODUCTON TO DATA SCIENCEENT147DATA ANALYTICSENT148SOCIAL MEDIA MARKETINGENT149PERSONAL FINANCE AND INVESTMENTENT150BUSINESS INTELLIGENCEENT151INTRODUCTION TO BIOTECHNOLOGYENT157VALUE CHAINENT158NEW MARKET DEVELOPMENT"
tr,CORE COURSES – These are the required major courses covering theory and practical application
th,CORE COURSES – These are the required major courses covering theory and practical application
span,CORE COURSES – These are the required major courses covering theory and practical application
tr,ENT101ENTREPRENEURIAL BEHAVIOR
td,ENT101
td,ENTREPRENEURIAL BEHAVIOR
tr,ENT102OPPORTUNITY SEEKING
td,ENT102
td,OPPORTUNITY SEEKING
tr,ENT190BUSINESS PLAN PREPARATION
td,ENT190
td,BUSINESS PLAN PREPARATION
tr,ENT200R-1BUSINESS PLAN IMPLEMENTATION 1
td,ENT200R-1
td,BUSINESS PLAN IMPLEMENTATION 1
tr,ENT200R-2BUSINESS PLAN IMPLEMENTATION 2
td,ENT200R-2
td,BUSINESS PLAN IMPLEMENTATION 2
tr,MKT102MARKET RESEARCH AND CONSUMER BEHAVIOR
td,MKT102
td,MARKET RESEARCH AND CONSUMER BEHAVIOR
tr,ECO101MICROECONOMICS
td,ECO101
td,MICROECONOMICS
tr,LAW103BUSINESS LAW AND TAXATION
td,LAW103
td,BUSINESS LAW AND TAXATION
tr,FIN102FINANCIAL MANAGEMENT
td,FIN102
td,FINANCIAL MANAGEMENT
tr,ECO102INTERNATIONAL BUSINESS AND TRADE
td,ECO102
td,INTERNATIONAL BUSINESS AND TRADE
tr,MGT107HUMAN RESOURCES DEVELOPMENT
td,MGT107
td,HUMAN RESOURCES DEVELOPMENT
tr,ACT121-9PRICING AND COSTING
td,ACT121-9
td,PRICING AND COSTING
tr,ENT103INNOVATION MANAGEMENT
td,ENT103
td,INNOVATION MANAGEMENT
tr,ENT104SOCIAL ENTREPRENEURSHIP
td,ENT104
td,SOCIAL ENTREPRENEURSHIP
tr,ENT105PROGRAMS AND POLICIES ON ENTERPRISE DEVELOPMENT
td,ENT105
td,PROGRAMS AND POLICIES ON ENTERPRISE DEVELOPMENT
tr,"PROFESSIONAL ELECTIVES – These are the courses a student can take, depending on his/her area of interest specifically for the enhancement of his/her business project or related courses to support or enhance the specialized track"
th,"PROFESSIONAL ELECTIVES – These are the courses a student can take, depending on his/her area of interest specifically for the enhancement of his/her business project or related courses to support or enhance the specialized track"
span,"PROFESSIONAL ELECTIVES – These are the courses a student can take, depending on his/her area of interest specifically for the enhancement of his/her business project or related courses to support or enhance the specialized track"
tr,ENT156FRANCHISING
td,ENT156
td,FRANCHISING
tr,ENT160EXPORT MARKETING
td,ENT160
td,EXPORT MARKETING
tr,ENT162ENTREPRENUERIAL MARKETING STRATEGIES
td,ENT162
td,ENTREPRENUERIAL MARKETING STRATEGIES
tr,ENT114DIRECT MARKETING
td,ENT114
td,DIRECT MARKETING
tr,ENT115WHOLESALE AND RETAIL SALES MANAGEMENT
td,ENT115
td,WHOLESALE AND RETAIL SALES MANAGEMENT
tr,ENT150E-COMMERCE
td,ENT150
td,E-COMMERCE
tr,ENT117AGRIBUSINESS
td,ENT117
td,AGRIBUSINESS
tr,ENT118FAMILY BUSINESS MANAGEMENT
td,ENT118
td,FAMILY BUSINESS MANAGEMENT
tr,ENT161SMALL BUSINESS CONSULTING/BUSINESS DEVELOPMENT SERVICES
td,ENT161
td,SMALL BUSINESS CONSULTING/BUSINESS DEVELOPMENT SERVICES
tr,ENT120MICROFINANCING
td,ENT120
td,MICROFINANCING
tr,ENT153VENTURE FINANCE
td,ENT153
td,VENTURE FINANCE
tr,ENT122SUPPLY CHAIN MANAGEMENT
td,ENT122
td,SUPPLY CHAIN MANAGEMENT
tr,ENT123MANAGING A MANUFACTURING ENTERPRISE
td,ENT123
td,MANAGING A MANUFACTURING ENTERPRISE
tr,ENT124MANAGING A SERVICE ENTERPRISE
td,ENT124
td,MANAGING A SERVICE ENTERPRISE
tr,ENT164CREATIVITY IN PROBLEM SOLVING
td,ENT164
td,CREATIVITY IN PROBLEM SOLVING
tr,ENT165NEGOTIATION
td,ENT165
td,NEGOTIATION
tr,ENT152EVENTS MANAGEMENT
td,ENT152
td,EVENTS MANAGEMENT
tr,ENT128HOSPITALITY MANAGEMENT
td,ENT128
td,HOSPITALITY MANAGEMENT
tr,ENT129MANAGEMENT OF TECHNOLOGY
td,ENT129
td,MANAGEMENT OF TECHNOLOGY
tr,ENT130MERGER AND ACQUISITION
td,ENT130
td,MERGER AND ACQUISITION
tr,ENT163ENTREPRENEURIAL LEADERSHIP IN ORGANIZATION
td,ENT163
td,ENTREPRENEURIAL LEADERSHIP IN ORGANIZATION
tr,SPECIALIZED TRACKS – Allows the student to pursue a business project proposal based on the available resources and economic environment of the region where they belong.
th,SPECIALIZED TRACKS – Allows the student to pursue a business project proposal based on the available resources and economic environment of the region where they belong.
span,SPECIALIZED TRACKS – Allows the student to pursue a business project proposal based on the available resources and economic environment of the region where they belong.
tr,ENT154TECHNOPRENEURSHIP
td,ENT154
td,TECHNOPRENEURSHIP
tr,ENT140PRODUCT DESIGN AND DEVELOPMENT
td,ENT140
td,PRODUCT DESIGN AND DEVELOPMENT
tr,ENT141CULINARY ENTREPRENEURSHIP
td,ENT141
td,CULINARY ENTREPRENEURSHIP
tr,ENT142DIGITAL MEDIA ENTREPRENEURSHIP
td,ENT142
td,DIGITAL MEDIA ENTREPRENEURSHIP
tr,ENT143ENTREPRENEURIAL FINANCE
td,ENT143
td,ENTREPRENEURIAL FINANCE
tr,ENT144SUSTAINABLE ENTREPRENEURSHIP AND THE ENVIRONMENT
td,ENT144
td,SUSTAINABLE ENTREPRENEURSHIP AND THE ENVIRONMENT
tr,"ENT145INTRODUCTION TO MICRO, SMALL AND MEDIUM ENTREPRISE"
td,ENT145
td,"INTRODUCTION TO MICRO, SMALL AND MEDIUM ENTREPRISE"
tr,ENT146INTRODUCTON TO DATA SCIENCE
td,ENT146
td,INTRODUCTON TO DATA SCIENCE
tr,ENT147DATA ANALYTICS
td,ENT147
td,DATA ANALYTICS
tr,ENT148SOCIAL MEDIA MARKETING
td,ENT148
td,SOCIAL MEDIA MARKETING
tr,ENT149PERSONAL FINANCE AND INVESTMENT
td,ENT149
td,PERSONAL FINANCE AND INVESTMENT
tr,ENT150BUSINESS INTELLIGENCE
td,ENT150
td,BUSINESS INTELLIGENCE
tr,ENT151INTRODUCTION TO BIOTECHNOLOGY
td,ENT151
td,INTRODUCTION TO BIOTECHNOLOGY
tr,ENT157VALUE CHAIN
td,ENT157
td,VALUE CHAIN
tr,ENT158NEW MARKET DEVELOPMENT
td,ENT158
td,NEW MARKET DEVELOPMENT
